sales_method,year,price_per_unit,margin
Outlet,2021,20.00,40%
Outlet,2021,25.00,40%
Outlet,2021,20.00,40%
Outlet,2021,25.00,50%
Outlet,2021,30.00,35%
Outlet,2021,25.00,55%
Outlet,2021,15.00,40%
Outlet,2021,25.00,40%
Outlet,2021,20.00,40%
Outlet,2021,30.00,50%
Outlet,2021,45.00,35%
Outlet,2021,40.00,55%
Outlet,2021,40.00,40%
Outlet,2021,45.00,40%
Outlet,2021,40.00,40%
Outlet,2021,40.00,50%
Outlet,2021,45.00,35%
Outlet,2021,50.00,55%
Outlet,2021,40.00,45%
Outlet,2021,45.00,45%
Outlet,2021,40.00,45%
Outlet,2021,40.00,55%
Outlet,2021,45.00,40%
Outlet,2021,55.00,60%
Outlet,2021,45.00,45%
Outlet,2021,55.00,45%
Outlet,2021,50.00,45%
Outlet,2021,45.00,55%
Outlet,2021,50.00,40%
Outlet,2021,55.00,60%
Outlet,2021,50.00,45%
Outlet,2021,50.00,45%
Outlet,2021,55.00,45%
Outlet,2021,55.00,55%
Outlet,2021,50.00,40%
Outlet,2021,45.00,60%
Outlet,2021,35.00,45%
Outlet,2021,35.00,45%
Outlet,2021,40.00,45%
Outlet,2021,40.00,55%
Outlet,2021,35.00,40%
Outlet,2021,45.00,60%
Outlet,2021,30.00,45%
Outlet,2021,30.00,45%
Outlet,2021,55.00,45%
Outlet,2021,55.00,55%
Outlet,2021,55.00,40%
Outlet,2021,65.00,60%
Outlet,2021,55.00,45%
Outlet,2021,55.00,45%
Outlet,2021,60.00,45%
Outlet,2021,60.00,55%
Outlet,2021,55.00,40%
Outlet,2021,65.00,60%
Outlet,2021,35.00,40%
Outlet,2021,35.00,35%
Outlet,2021,25.00,35%
Outlet,2021,30.00,40%
Outlet,2021,45.00,35%
Outlet,2021,35.00,50%
Outlet,2021,35.00,40%
Outlet,2021,35.00,35%
Outlet,2021,25.00,35%
Outlet,2021,30.00,40%
Outlet,2021,45.00,35%
Outlet,2021,35.00,50%
Outlet,2021,40.00,40%
Outlet,2021,40.00,35%
Outlet,2021,30.00,35%
Outlet,2021,35.00,40%
Outlet,2021,50.00,35%
Outlet,2021,40.00,50%
Outlet,2021,40.00,40%
Outlet,2021,35.00,35%
Outlet,2021,25.00,35%
Outlet,2021,30.00,40%
Outlet,2021,45.00,35%
Outlet,2021,35.00,50%
Outlet,2021,45.00,40%
Outlet,2021,40.00,35%
Outlet,2021,35.00,35%
Outlet,2021,35.00,40%
Outlet,2021,50.00,35%
Outlet,2021,55.00,50%
Outlet,2021,40.00,40%
Outlet,2021,35.00,35%
Outlet,2021,30.00,35%
Outlet,2021,30.00,40%
Outlet,2021,45.00,35%
Outlet,2021,50.00,50%
Outlet,2021,45.00,40%
Outlet,2021,40.00,35%
Outlet,2021,35.00,35%
Outlet,2021,35.00,40%
Outlet,2021,45.00,35%
Outlet,2021,50.00,50%
Outlet,2021,45.00,40%
Outlet,2021,45.00,35%
Outlet,2021,40.00,35%
Outlet,2021,30.00,40%
Outlet,2021,40.00,35%
Outlet,2021,45.00,50%
Outlet,2021,40.00,40%
Outlet,2021,35.00,35%
Outlet,2021,20.00,35%
Outlet,2021,20.00,40%
Outlet,2021,30.00,35%
Outlet,2021,35.00,50%
Outlet,2021,40.00,40%
Outlet,2021,30.00,35%
Outlet,2021,30.00,35%
Outlet,2021,30.00,40%
Outlet,2021,40.00,35%
Outlet,2021,45.00,50%
Outlet,2021,40.00,40%
Outlet,2021,30.00,35%
Outlet,2021,30.00,35%
Outlet,2021,30.00,40%
Outlet,2021,50.00,35%
Outlet,2021,55.00,50%
Outlet,2021,50.00,40%
Outlet,2021,40.00,35%
Outlet,2021,40.00,35%
Outlet,2021,40.00,40%
Outlet,2021,50.00,35%
Outlet,2021,55.00,50%
Outlet,2021,20.00,40%
Outlet,2021,30.00,40%
Outlet,2021,30.00,40%
Outlet,2021,35.00,50%
Outlet,2021,40.00,35%
Outlet,2021,35.00,55%
Outlet,2021,25.00,40%
Outlet,2021,35.00,40%
Outlet,2021,35.00,40%
Outlet,2021,35.00,50%
Outlet,2021,40.00,35%
Outlet,2021,35.00,55%
Outlet,2021,30.00,45%
Outlet,2021,40.00,45%
Outlet,2021,30.00,45%
Outlet,2021,35.00,55%
Outlet,2021,40.00,40%
Outlet,2021,35.00,60%
Outlet,2021,20.00,45%
Outlet,2021,20.00,45%
Outlet,2021,15.00,45%
Outlet,2021,20.00,55%
Outlet,2021,25.00,40%
Outlet,2021,20.00,60%
Outlet,2021,10.00,45%
Outlet,2021,20.00,45%
Outlet,2021,15.00,45%
Outlet,2021,35.00,55%
Outlet,2021,50.00,40%
Outlet,2021,45.00,60%
Outlet,2021,45.00,45%
Outlet,2021,50.00,45%
Outlet,2021,45.00,45%
Outlet,2021,45.00,55%
Outlet,2021,50.00,40%
Outlet,2021,55.00,60%
Outlet,2021,45.00,50%
Outlet,2021,50.00,50%
Outlet,2021,45.00,50%
Outlet,2021,45.00,60%
Outlet,2021,50.00,45%
Outlet,2021,60.00,65%
Outlet,2021,40.00,50%
Outlet,2021,55.00,50%
Outlet,2021,55.00,50%
Outlet,2021,50.00,60%
Outlet,2021,55.00,45%
Outlet,2021,60.00,65%
Outlet,2021,55.00,50%
Outlet,2021,55.00,50%
Outlet,2021,60.00,50%
Outlet,2021,60.00,60%
Outlet,2021,45.00,45%
Outlet,2021,40.00,65%
Outlet,2021,30.00,50%
Outlet,2021,30.00,50%
Outlet,2021,35.00,50%
Outlet,2021,35.00,60%
Outlet,2021,30.00,45%
Outlet,2021,40.00,65%
Outlet,2021,20.00,50%
Outlet,2021,20.00,50%
Outlet,2021,45.00,50%
Outlet,2021,45.00,60%
Outlet,2021,50.00,45%
Outlet,2021,60.00,65%
Outlet,2021,60.00,50%
Outlet,2021,60.00,50%
Outlet,2021,65.00,50%
Outlet,2021,65.00,60%
Outlet,2021,60.00,45%
Outlet,2021,70.00,65%
Outlet,2021,40.00,35%
Outlet,2021,40.00,35%
Outlet,2021,30.00,40%
Outlet,2021,35.00,30%
Outlet,2021,50.00,25%
Outlet,2021,40.00,40%
Outlet,2021,40.00,35%
Outlet,2021,40.00,35%
Outlet,2021,30.00,40%
Outlet,2021,35.00,30%
Outlet,2021,50.00,25%
Outlet,2021,40.00,40%
Outlet,2021,40.00,35%
Outlet,2021,40.00,35%
Outlet,2021,30.00,40%
Outlet,2021,35.00,30%
Outlet,2021,50.00,25%
Outlet,2021,40.00,40%
Outlet,2021,40.00,35%
Outlet,2021,40.00,35%
Outlet,2021,30.00,40%
Outlet,2021,35.00,30%
Outlet,2021,50.00,25%
Outlet,2021,40.00,40%
Outlet,2021,55.00,35%
Outlet,2021,50.00,35%
Outlet,2021,45.00,40%
Outlet,2021,45.00,30%
Outlet,2021,55.00,25%
Outlet,2021,60.00,40%
Outlet,2021,55.00,35%
Outlet,2021,50.00,35%
Outlet,2021,45.00,40%
Outlet,2021,45.00,30%
Outlet,2021,55.00,25%
Outlet,2021,60.00,40%
Outlet,2021,55.00,35%
Outlet,2021,50.00,35%
Outlet,2021,45.00,40%
Outlet,2021,45.00,30%
Outlet,2021,55.00,25%
Outlet,2021,60.00,40%
Outlet,2021,55.00,35%
Outlet,2021,50.00,35%
Outlet,2021,45.00,40%
Outlet,2021,45.00,30%
Outlet,2021,55.00,25%
Outlet,2021,60.00,40%
Outlet,2021,55.00,35%
Outlet,2021,50.00,35%
Outlet,2021,45.00,40%
Outlet,2021,45.00,30%
Outlet,2021,55.00,25%
Outlet,2021,60.00,40%
Outlet,2021,60.00,35%
Outlet,2021,55.00,35%
Outlet,2021,55.00,40%
Outlet,2021,55.00,30%
Outlet,2021,65.00,25%
Outlet,2021,70.00,40%
Outlet,2021,65.00,35%
Outlet,2021,55.00,35%
Outlet,2021,55.00,40%
Outlet,2021,55.00,30%
Outlet,2021,65.00,25%
Outlet,2021,70.00,40%
Outlet,2021,65.00,35%
Outlet,2021,55.00,35%
Outlet,2021,55.00,40%
Outlet,2021,55.00,30%
Outlet,2021,65.00,25%
Outlet,2021,70.00,40%
Outlet,2021,35.00,25%
Outlet,2021,45.00,20%
Outlet,2021,45.00,25%
Outlet,2021,45.00,25%
Outlet,2021,55.00,30%
Outlet,2021,55.00,35%
Outlet,2021,55.00,35%
Outlet,2021,45.00,25%
Outlet,2021,50.00,25%
Outlet,2021,65.00,25%
Outlet,2021,55.00,30%
Outlet,2021,55.00,35%
Outlet,2021,55.00,35%
Outlet,2021,45.00,25%
Outlet,2021,50.00,25%
Outlet,2021,65.00,25%
Outlet,2021,55.00,30%
Outlet,2021,55.00,35%
Outlet,2021,55.00,35%
Outlet,2021,45.00,25%
Outlet,2021,50.00,25%
Outlet,2021,60.00,25%
Outlet,2021,50.00,30%
Outlet,2021,65.00,35%
Outlet,2021,60.00,35%
Outlet,2021,55.00,25%
Outlet,2021,55.00,25%
Outlet,2021,65.00,25%
Outlet,2021,70.00,30%
Outlet,2021,65.00,35%
Outlet,2021,60.00,35%
Outlet,2021,55.00,25%
Outlet,2021,55.00,25%
Outlet,2021,65.00,25%
Outlet,2021,70.00,30%
Outlet,2021,65.00,35%
Outlet,2021,60.00,35%
Outlet,2021,55.00,25%
Outlet,2021,55.00,25%
Outlet,2021,65.00,25%
Outlet,2021,70.00,30%
Outlet,2021,65.00,35%
Outlet,2021,60.00,35%
Outlet,2021,55.00,25%
Outlet,2021,55.00,25%
Outlet,2021,65.00,25%
Outlet,2021,70.00,30%
Outlet,2021,65.00,35%
Outlet,2021,60.00,35%
Outlet,2021,55.00,25%
Outlet,2021,55.00,25%
Outlet,2021,65.00,25%
Outlet,2021,70.00,30%
Outlet,2021,70.00,35%
Outlet,2021,65.00,35%
Outlet,2021,65.00,25%
Outlet,2021,65.00,25%
Outlet,2021,75.00,25%
Outlet,2021,80.00,30%
Outlet,2021,75.00,35%
Outlet,2021,65.00,35%
Outlet,2021,65.00,25%
Outlet,2021,65.00,25%
Outlet,2021,75.00,25%
Outlet,2021,80.00,30%
Outlet,2021,75.00,35%
Outlet,2021,65.00,35%
Outlet,2021,35.00,25%
Outlet,2021,45.00,20%
Outlet,2021,45.00,25%
Outlet,2021,45.00,25%
Outlet,2021,50.00,15%
Outlet,2021,45.00,40%
Outlet,2021,35.00,25%
Outlet,2021,45.00,20%
Outlet,2021,45.00,25%
Outlet,2021,45.00,25%
Outlet,2021,50.00,15%
Outlet,2021,45.00,40%
Outlet,2021,45.00,25%
Outlet,2021,55.00,20%
Outlet,2021,60.00,25%
Outlet,2021,55.00,25%
Outlet,2021,60.00,15%
Outlet,2021,55.00,40%
Outlet,2021,60.00,25%
Outlet,2021,65.00,20%
Outlet,2021,65.00,25%
Outlet,2021,50.00,25%
Outlet,2021,55.00,15%
Outlet,2021,70.00,40%
Outlet,2021,55.00,25%
Outlet,2021,60.00,20%
Outlet,2021,60.00,25%
Outlet,2021,55.00,25%
Outlet,2021,60.00,15%
Outlet,2021,75.00,40%
Outlet,2021,70.00,25%
Outlet,2021,75.00,20%
Outlet,2021,75.00,25%
Outlet,2021,75.00,25%
Outlet,2021,85.00,15%
Outlet,2021,100.00,40%
Outlet,2021,80.00,25%
Outlet,2021,85.00,20%
Outlet,2021,85.00,25%
Outlet,2021,80.00,25%
Outlet,2021,85.00,15%
Outlet,2021,100.00,40%
Outlet,2021,85.00,25%
Outlet,2021,75.00,20%
Outlet,2021,70.00,25%
Outlet,2021,70.00,25%
Outlet,2021,70.00,15%
Outlet,2021,75.00,40%
Outlet,2021,65.00,25%
Outlet,2021,70.00,20%
Outlet,2021,65.00,25%
Outlet,2021,65.00,25%
Outlet,2021,75.00,15%
Outlet,2021,60.00,40%
Outlet,2021,55.00,25%
Outlet,2021,65.00,20%
Outlet,2021,60.00,25%
Outlet,2021,55.00,25%
Outlet,2021,65.00,15%
Outlet,2021,70.00,40%
Outlet,2021,55.00,25%
Outlet,2021,60.00,20%
Outlet,2021,55.00,25%
Outlet,2021,65.00,25%
Outlet,2021,85.00,15%
Outlet,2021,90.00,40%
Outlet,2021,75.00,25%
Outlet,2021,85.00,20%
Outlet,2021,80.00,25%
Outlet,2021,80.00,25%
Outlet,2021,90.00,15%
Outlet,2021,95.00,40%
Outlet,2021,40.00,30%
Outlet,2021,50.00,25%
Outlet,2021,50.00,30%
Outlet,2021,50.00,30%
Outlet,2021,55.00,20%
Outlet,2021,50.00,45%
Outlet,2021,40.00,30%
Outlet,2021,50.00,25%
Outlet,2021,50.00,30%
Outlet,2021,50.00,30%
Outlet,2021,55.00,20%
Outlet,2021,50.00,45%
Outlet,2021,50.00,30%
Outlet,2021,60.00,25%
Outlet,2021,65.00,30%
Outlet,2021,60.00,30%
Outlet,2021,65.00,20%
Outlet,2021,60.00,45%
Outlet,2021,65.00,30%
Outlet,2021,70.00,25%
Outlet,2021,70.00,30%
Outlet,2021,55.00,30%
Outlet,2021,60.00,20%
Outlet,2021,75.00,45%
Outlet,2021,60.00,30%
Outlet,2021,65.00,25%
Outlet,2021,65.00,30%
Outlet,2021,60.00,30%
Outlet,2021,55.00,20%
Outlet,2021,70.00,45%
Outlet,2021,65.00,30%
In-store,2021,70.00,25%
In-store,2021,85.00,30%
In-store,2021,85.00,30%
In-store,2021,95.00,20%
In-store,2021,110.00,45%
In-store,2021,90.00,30%
In-store,2021,95.00,25%
In-store,2021,95.00,30%
In-store,2021,90.00,30%
In-store,2021,95.00,20%
In-store,2021,110.00,45%
In-store,2021,95.00,30%
In-store,2021,85.00,25%
In-store,2021,80.00,30%
In-store,2021,80.00,30%
In-store,2021,80.00,20%
In-store,2021,85.00,45%
In-store,2021,60.00,30%
In-store,2021,65.00,25%
In-store,2021,60.00,30%
In-store,2021,60.00,30%
In-store,2021,70.00,20%
In-store,2021,55.00,45%
In-store,2021,50.00,30%
In-store,2021,65.00,25%
In-store,2021,60.00,30%
In-store,2021,55.00,30%
In-store,2021,65.00,20%
In-store,2021,70.00,45%
In-store,2021,55.00,30%
In-store,2021,60.00,25%
In-store,2021,55.00,30%
In-store,2021,65.00,30%
In-store,2021,85.00,20%
In-store,2021,90.00,45%
In-store,2021,75.00,30%
In-store,2021,85.00,25%
In-store,2021,80.00,30%
In-store,2021,80.00,30%
In-store,2021,90.00,20%
In-store,2021,95.00,45%
In-store,2021,45.00,45%
In-store,2021,45.00,35%
In-store,2021,35.00,25%
In-store,2021,40.00,30%
In-store,2021,55.00,35%
In-store,2021,45.00,50%
In-store,2021,45.00,45%
In-store,2021,45.00,35%
In-store,2021,35.00,25%
In-store,2021,40.00,30%
In-store,2021,55.00,35%
In-store,2021,45.00,50%
In-store,2021,45.00,45%
In-store,2021,45.00,35%
In-store,2021,35.00,25%
In-store,2021,40.00,30%
In-store,2021,55.00,35%
In-store,2021,45.00,50%
In-store,2021,45.00,45%
In-store,2021,45.00,35%
In-store,2021,35.00,25%
In-store,2021,40.00,30%
In-store,2021,55.00,35%
In-store,2021,45.00,50%
In-store,2021,55.00,45%
In-store,2021,55.00,35%
In-store,2021,50.00,25%
In-store,2021,50.00,30%
In-store,2021,60.00,35%
In-store,2021,65.00,50%
In-store,2021,60.00,45%
In-store,2021,55.00,35%
In-store,2021,50.00,25%
In-store,2021,50.00,30%
In-store,2021,65.00,35%
In-store,2021,70.00,50%
In-store,2021,65.00,45%
In-store,2021,60.00,35%
In-store,2021,55.00,25%
In-store,2021,55.00,30%
In-store,2021,65.00,35%
In-store,2021,70.00,50%
In-store,2021,65.00,45%
In-store,2021,60.00,35%
In-store,2021,55.00,25%
In-store,2021,45.00,30%
In-store,2021,55.00,35%
In-store,2021,60.00,50%
In-store,2021,55.00,45%
In-store,2021,50.00,35%
In-store,2021,45.00,25%
In-store,2021,45.00,30%
In-store,2021,55.00,35%
In-store,2021,60.00,50%
In-store,2021,60.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,25%
In-store,2021,50.00,30%
In-store,2021,60.00,35%
In-store,2021,65.00,50%
In-store,2021,60.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,25%
In-store,2021,50.00,30%
In-store,2021,65.00,35%
In-store,2021,70.00,50%
In-store,2021,65.00,45%
In-store,2021,55.00,35%
In-store,2021,55.00,25%
In-store,2021,55.00,30%
In-store,2021,65.00,35%
In-store,2021,70.00,50%
In-store,2021,40.00,50%
In-store,2021,40.00,30%
In-store,2021,30.00,35%
In-store,2021,35.00,35%
In-store,2021,50.00,30%
In-store,2021,40.00,25%
In-store,2021,40.00,50%
In-store,2021,40.00,30%
In-store,2021,30.00,35%
In-store,2021,35.00,35%
In-store,2021,50.00,30%
In-store,2021,40.00,25%
In-store,2021,40.00,50%
In-store,2021,40.00,30%
In-store,2021,30.00,35%
In-store,2021,35.00,35%
In-store,2021,50.00,30%
In-store,2021,40.00,25%
In-store,2021,40.00,50%
In-store,2021,40.00,30%
In-store,2021,30.00,35%
In-store,2021,35.00,35%
In-store,2021,50.00,30%
In-store,2021,40.00,25%
In-store,2021,50.00,50%
In-store,2021,45.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,25%
In-store,2021,50.00,50%
In-store,2021,45.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,25%
In-store,2021,50.00,50%
In-store,2021,45.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,25%
In-store,2021,50.00,50%
In-store,2021,45.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,25%
In-store,2021,50.00,50%
In-store,2021,45.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,25%
In-store,2021,55.00,50%
In-store,2021,45.00,30%
In-store,2021,45.00,35%
In-store,2021,45.00,35%
In-store,2021,55.00,30%
In-store,2021,60.00,25%
In-store,2021,55.00,50%
In-store,2021,45.00,30%
In-store,2021,45.00,35%
In-store,2021,45.00,35%
In-store,2021,55.00,30%
In-store,2021,60.00,25%
In-store,2021,55.00,50%
In-store,2021,45.00,30%
In-store,2021,45.00,35%
In-store,2021,45.00,35%
In-store,2021,55.00,30%
In-store,2021,60.00,25%
In-store,2021,30.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,45.00,40%
In-store,2021,40.00,30%
In-store,2021,30.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,45.00,40%
In-store,2021,40.00,30%
In-store,2021,40.00,35%
In-store,2021,50.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,35%
In-store,2021,60.00,35%
In-store,2021,60.00,35%
In-store,2021,45.00,35%
In-store,2021,50.00,40%
In-store,2021,65.00,30%
In-store,2021,50.00,35%
In-store,2021,55.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,60.00,30%
In-store,2021,55.00,35%
In-store,2021,65.00,35%
In-store,2021,80.00,35%
In-store,2021,80.00,35%
In-store,2021,90.00,40%
In-store,2021,105.00,30%
In-store,2021,85.00,35%
In-store,2021,90.00,35%
In-store,2021,90.00,35%
In-store,2021,85.00,35%
In-store,2021,90.00,40%
In-store,2021,105.00,30%
In-store,2021,90.00,35%
In-store,2021,80.00,35%
In-store,2021,70.00,35%
In-store,2021,70.00,35%
In-store,2021,70.00,40%
In-store,2021,75.00,30%
In-store,2021,50.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,40%
In-store,2021,45.00,30%
In-store,2021,40.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,55.00,40%
In-store,2021,60.00,30%
In-store,2021,45.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,55.00,35%
In-store,2021,75.00,40%
In-store,2021,80.00,30%
In-store,2021,65.00,35%
In-store,2021,75.00,35%
In-store,2021,70.00,35%
In-store,2021,70.00,35%
In-store,2021,80.00,40%
In-store,2021,85.00,30%
In-store,2021,35.00,50%
In-store,2021,35.00,40%
In-store,2021,25.00,30%
In-store,2021,30.00,35%
In-store,2021,45.00,40%
In-store,2021,35.00,55%
In-store,2021,35.00,50%
In-store,2021,35.00,40%
In-store,2021,25.00,30%
In-store,2021,30.00,35%
In-store,2021,45.00,40%
In-store,2021,35.00,55%
In-store,2021,35.00,50%
In-store,2021,35.00,40%
In-store,2021,25.00,30%
In-store,2021,30.00,35%
In-store,2021,45.00,40%
In-store,2021,35.00,55%
In-store,2021,35.00,50%
In-store,2021,40.00,40%
In-store,2021,30.00,30%
In-store,2021,35.00,35%
In-store,2021,50.00,40%
In-store,2021,40.00,55%
In-store,2021,50.00,50%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,35%
In-store,2021,55.00,40%
In-store,2021,60.00,55%
In-store,2021,55.00,50%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,35%
In-store,2021,60.00,40%
In-store,2021,65.00,55%
In-store,2021,60.00,50%
In-store,2021,55.00,40%
In-store,2021,50.00,30%
In-store,2021,50.00,35%
In-store,2021,60.00,40%
In-store,2021,65.00,55%
In-store,2021,60.00,50%
In-store,2021,55.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,35%
In-store,2021,45.00,40%
In-store,2021,50.00,55%
In-store,2021,45.00,50%
In-store,2021,40.00,40%
In-store,2021,35.00,30%
In-store,2021,35.00,35%
In-store,2021,45.00,40%
In-store,2021,50.00,55%
In-store,2021,50.00,50%
In-store,2021,40.00,40%
In-store,2021,40.00,30%
In-store,2021,40.00,35%
In-store,2021,50.00,40%
In-store,2021,55.00,55%
In-store,2021,50.00,50%
In-store,2021,45.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,35%
In-store,2021,60.00,40%
In-store,2021,65.00,55%
In-store,2021,60.00,50%
In-store,2021,50.00,40%
In-store,2021,50.00,30%
In-store,2021,50.00,35%
In-store,2021,60.00,40%
In-store,2021,65.00,55%
In-store,2021,30.00,40%
In-store,2021,30.00,35%
In-store,2021,20.00,35%
In-store,2021,25.00,40%
In-store,2021,40.00,35%
In-store,2021,30.00,50%
In-store,2021,30.00,40%
In-store,2021,30.00,35%
In-store,2021,20.00,35%
In-store,2021,25.00,40%
In-store,2021,40.00,35%
In-store,2021,30.00,50%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,35%
In-store,2021,30.00,40%
In-store,2021,45.00,35%
In-store,2021,35.00,50%
In-store,2021,35.00,40%
In-store,2021,30.00,35%
In-store,2021,20.00,35%
In-store,2021,25.00,40%
In-store,2021,40.00,35%
In-store,2021,30.00,50%
In-store,2021,40.00,40%
In-store,2021,35.00,35%
In-store,2021,30.00,35%
In-store,2021,30.00,40%
In-store,2021,45.00,35%
In-store,2021,50.00,50%
In-store,2021,35.00,40%
In-store,2021,30.00,35%
In-store,2021,25.00,35%
In-store,2021,25.00,40%
In-store,2021,40.00,35%
In-store,2021,45.00,50%
In-store,2021,40.00,40%
In-store,2021,35.00,35%
In-store,2021,30.00,35%
In-store,2021,30.00,40%
In-store,2021,40.00,35%
In-store,2021,45.00,50%
In-store,2021,40.00,40%
In-store,2021,40.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,35.00,35%
In-store,2021,40.00,50%
In-store,2021,35.00,40%
In-store,2021,30.00,35%
In-store,2021,15.00,35%
In-store,2021,15.00,40%
In-store,2021,25.00,35%
In-store,2021,30.00,50%
In-store,2021,35.00,40%
In-store,2021,25.00,35%
In-store,2021,25.00,35%
In-store,2021,25.00,40%
In-store,2021,35.00,35%
In-store,2021,40.00,50%
In-store,2021,35.00,40%
In-store,2021,25.00,35%
In-store,2021,25.00,35%
In-store,2021,25.00,40%
In-store,2021,45.00,35%
In-store,2021,50.00,50%
In-store,2021,45.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,35.00,40%
In-store,2021,45.00,35%
In-store,2021,50.00,50%
In-store,2021,25.00,40%
In-store,2021,25.00,35%
In-store,2021,15.00,35%
In-store,2021,20.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,50%
In-store,2021,25.00,40%
In-store,2021,25.00,35%
In-store,2021,15.00,35%
In-store,2021,20.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,50%
In-store,2021,30.00,40%
In-store,2021,30.00,35%
In-store,2021,20.00,35%
In-store,2021,25.00,40%
In-store,2021,40.00,35%
In-store,2021,30.00,50%
In-store,2021,30.00,40%
In-store,2021,25.00,35%
In-store,2021,15.00,35%
In-store,2021,20.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,50%
In-store,2021,35.00,40%
In-store,2021,30.00,35%
In-store,2021,25.00,35%
In-store,2021,25.00,40%
In-store,2021,40.00,35%
In-store,2021,45.00,50%
In-store,2021,30.00,40%
In-store,2021,25.00,35%
In-store,2021,20.00,35%
In-store,2021,20.00,40%
In-store,2021,35.00,35%
In-store,2021,40.00,50%
In-store,2021,35.00,40%
In-store,2021,30.00,35%
In-store,2021,25.00,35%
In-store,2021,25.00,40%
In-store,2021,35.00,35%
In-store,2021,40.00,50%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,30.00,35%
In-store,2021,20.00,40%
In-store,2021,30.00,35%
In-store,2021,35.00,50%
In-store,2021,30.00,40%
In-store,2021,25.00,35%
In-store,2021,10.00,35%
In-store,2021,10.00,40%
In-store,2021,20.00,35%
In-store,2021,25.00,50%
In-store,2021,30.00,40%
In-store,2021,20.00,35%
In-store,2021,20.00,35%
In-store,2021,20.00,40%
In-store,2021,30.00,35%
In-store,2021,35.00,50%
In-store,2021,30.00,40%
In-store,2021,20.00,35%
In-store,2021,20.00,35%
In-store,2021,20.00,40%
In-store,2021,40.00,35%
In-store,2021,45.00,50%
In-store,2021,40.00,40%
In-store,2021,30.00,35%
In-store,2021,30.00,35%
In-store,2021,30.00,40%
In-store,2021,40.00,35%
In-store,2021,45.00,50%
In-store,2021,30.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,45.00,40%
In-store,2021,40.00,30%
In-store,2021,30.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,45.00,40%
In-store,2021,40.00,30%
In-store,2021,40.00,35%
In-store,2021,50.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,35%
In-store,2021,60.00,35%
In-store,2021,60.00,35%
In-store,2021,45.00,35%
In-store,2021,50.00,40%
In-store,2021,65.00,30%
In-store,2021,50.00,35%
In-store,2021,55.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,60.00,30%
In-store,2021,55.00,35%
In-store,2021,65.00,35%
In-store,2021,80.00,35%
In-store,2021,80.00,35%
In-store,2021,90.00,40%
In-store,2021,105.00,30%
In-store,2021,85.00,35%
In-store,2021,90.00,35%
In-store,2021,90.00,35%
In-store,2021,85.00,35%
In-store,2021,90.00,40%
In-store,2021,105.00,30%
In-store,2021,90.00,35%
In-store,2021,80.00,35%
In-store,2021,70.00,35%
In-store,2021,70.00,35%
In-store,2021,70.00,40%
In-store,2021,75.00,30%
In-store,2021,50.00,35%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,40%
In-store,2021,45.00,30%
